Collibra Resource ID,Name,Description,Domain Level,L0 Domain Name,L1 Domain Name,L2 Domain Name,L3 Domain Name,Parent Domain ID,Domain Business Scope,Dictionary Reference Number,Collibra Location ID,Extract Timestamp
b9ed0fb7-2f9d-47cf-b689-610a2be44b68,Contract Limit Data,A condition that is applied to a financial value associated with a contract.,,Contract Data,Condition Data,Contract Limit Data,,30ccbcf7-c249-40a0-a67c-c1f662f55fb6,Global Banking and Markets (GBM),DD00110046,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
2db70904-08e8-4fe5-a08b-d37857498f5c,Contract Repricing Schedule Data,"A repricing schedule changes in initial contract based on various conditions of agreement. Conditions like contract period end, changes in economical conditions, changes in infrastructure and securitisation.",,Contract Data,Condition Data,Contract Repricing Schedule Data,,30ccbcf7-c249-40a0-a67c-c1f662f55fb6,Global Banking and Markets (GBM),DD00110047,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
f8fed548-b2bb-4430-8dec-4f22c9936f5e,Control Data,"Information pertaining to a mechanism or condition that is put in place to govern and manage the conduct of HSBC business. This includes the identifying, recording and assessing performance of HSBC products and services, employee access   and guide on roles and responsibilities.",,Business Direction Data,Control Data,,,0302ead7-d246-440f-9471-44cf160f07e0,Global Risk (GBLGRR),DD00110048,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
ec6352a2-ed07-4823-b84b-6059975a1443,Account Financial Data,The financial data that is associated to an account. E.g. transactions made into/out of an account. The position (current balance) of the account.,,Account Data,Customer Account Data,Account Financial Data,,f93106a0-f272-4ab0-ac5e-0c2b1df9b1f7,Global Finance (GBLFIN),DD00110013,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
e324c61b-d67e-407b-9407-6a7a0e5ad053,Counterparty Data,A trade party role that is a party with whom HSBC makes a trade or transaction.,,Party Data,Counterparty Data,,,35b8a14d-f7a5-40df-be65-70c8de9ad956,Global Banking and Markets (GBM),DD00110050,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
22504d26-165e-4bd7-bfd5-267757de4f2d,Credit Facility Data,"A financial instrument that is either an agreement to directly extend credit to a customer by means of one or more credit instruments, or to control the credit risk exposure arising from trading and investment activities.",,Contract Data,Financial Instrument Data,Credit Facility Data,,97981e62-4977-4871-b083-b335d22b5b86,Global Risk (GBLGRR),DD00110051,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
ee44425a-b116-4dcb-9c10-29dc7530580f,Credit Hierarchy Data,A Credit Risk Hierarchy is a system of organising a set of credit risk exposures so that the relationships and dependencies between different entities are more intuitive and transparent.,,Party Data,Organisation Data,Organisational Structure Data,Credit Hierarchy Data,e8bf18b7-af28-4466-91b6-a8eb751851de,Global Finance (GBLFIN),DD00110052,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
78168271-f9eb-44cc-ad8e-9f13f3dc40db,Credit Instrument Data,"A financial instrument in which an HSBC entity puts its assets at risk, for a fee, for the benefit of its customer's use",,Contract Data,Financial Instrument Data,Credit Instrument Data,,97981e62-4977-4871-b083-b335d22b5b86,Global Finance (GBLFIN),DD00110053,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
f93106a0-f272-4ab0-ac5e-0c2b1df9b1f7,Customer Account Data,An account that is ruled by a product or service agreement between an HSBC legal entity and one or more customer parties.,,Account Data,Customer Account Data,,,733f8c39-2854-462b-8720-7e0bb71489de,Retail Banking Wealth Management (RBWM),DD00110055,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
eefbb296-e081-47a6-affd-7a47590e8055,Exposure Data,The measure of potential future loss resulting from a specific activity or event.,,Account Data,Exposure Data,,,733f8c39-2854-462b-8720-7e0bb71489de,Global Finance (GBLFIN),DD00110068,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
e985fbe1-1eab-4dfe-81ca-2913a4553b9f,Customer Data,An individual or organisation that is a named party in at least one contract with an HSBC legal entity for a product or service provided by HSBC.,,Party Data,Customer Data,,,35b8a14d-f7a5-40df-be65-70c8de9ad956,Retail Banking Wealth Management (RBWM),DD00110056,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
5ce5a8ba-06d7-47a7-bc59-d3fb21bfe5af,Customer Profile Data,"Information pertaining to the delivery and service channels, financial information, biography (such as employment and financial history), anticipated transactional behaviour, social interactions, non-demographic segmentation and lifecycle of an individual or organisation.",,Party Data,Customer Data,Customer Profile Data,,e985fbe1-1eab-4dfe-81ca-2913a4553b9f,Retail Banking Wealth Management (RBWM),DD00110057,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
2ce3fade-7429-408e-a62c-3b46e30a2603,Customer Service Data,The assistance and advice provided by a company to those people who buy or use its products or services.,,Channel Data,Customer Service Data,,,f172b4c8-0079-4dd6-be20-0c5a7db6a78d,Group - Chief Data Office (G-CDO),DD00110058,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
8dd38785-152d-459c-8731-af7b64b82b7b,Demographic Profile Data,"The identity of an individual based on social or human population characteristics such as age, race, ethnicity, gender, sexual orientation, and disability.",,Party Data,Individual Data,Demographic Profile Data,,ac0aa54f-c6ee-48cf-976f-1f1d24da38f3,Retail Banking Wealth Management (RBWM),DD00110059,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
920b47f7-d702-4615-8097-352161102c8f,Deposit Instrument Data,"Monetary contracts between HSBC and depositor. They can be created, traded, modified and settled.",,Contract Data,Financial Instrument Data,Deposit Instrument Data,,97981e62-4977-4871-b083-b335d22b5b86,Global Finance (GBLFIN),DD00110060,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
a5f008a3-3d32-40c1-8b59-223c7ffe77ad,Descriptor Data,"A multi-valued or complex characteristic that describes something. Includes high level concepts around Descriptor, Measure, Date, etc.",,Economic Resource Data,Intellectual Property Data,Metadata Data,Descriptor Data,11dd490b-a54f-4b65-b6a5-269b76ca65f3,Group - Chief Data Office (G-CDO),DD00110061,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
b1b247d2-16ef-434e-b2b8-5dee1319614f,DH Test HDC 01,DH Test HDC 01 defn,,DH Test HDC 01,,,,,,,2786e1e0-9dbf-4067-b110-14ce860a266a,Fri Feb 19 05:30:16 HKT 2021
5e847ba5-fb6d-4dba-a3dd-27f9b0af0239,DH Test HDC 02,,,DH Test HDC 01,DH Test HDC 02,,,b1b247d2-16ef-434e-b2b8-5dee1319614f,,,cf01e905-dd1a-45da-a86f-5734253a0261,Fri Feb 19 05:30:16 HKT 2021
eb367d28-ef01-4ab0-8d39-3077cb1bbb70,DH Test HDC 03,A,,DH Test HDC 01,DH Test HDC 02,DH Test HDC 03,,5e847ba5-fb6d-4dba-a3dd-27f9b0af0239,,,cf01e905-dd1a-45da-a86f-5734253a0261,Fri Feb 19 05:30:16 HKT 2021
d1bcde4f-7eca-4206-a7f8-9f5638d84521,DH Test HDC 04,,,DH Test HDC 04,,,,,,,cf01e905-dd1a-45da-a86f-5734253a0261,Fri Feb 19 05:30:16 HKT 2021
c197079f-0b47-4e07-a822-126c0810885b,DH Test HDC 05,test,,DH Test HDC 05,,,,,,,cf01e905-dd1a-45da-a86f-5734253a0261,Fri Feb 19 05:30:16 HKT 2021
4eb874f3-f75f-4300-8e8d-d8f4c18e33c0,Digital Data,"Information in relation to the online presence of an individual or organisation covering content publication, social media, e-commerce and subscriptions, including but not limited to websites blogs, news feeds, forums, messaging, web cast, online shopping, online sales and marketing, online gaming, and streaming services.",,Channel Data,Digital Data,,,f172b4c8-0079-4dd6-be20-0c5a7db6a78d,Group - Chief Data Office (G-CDO),DD00110062,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
9fecb466-9473-4fc8-862d-47be98f36264,Document Data,"A piece of written, printed, or electronic matter that provides information or evidence or that serves as an official record.",,Economic Resource Data,Document Data,,,6052c601-f0af-4b16-ae8f-e50a53e1d15e,Group - Chief Data Office (G-CDO),DD00110063,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
2e83bfae-c035-48b3-b6d4-a7be6b70de16,Economic / Industry Data,"Information used to calculate or measure the amount of capital, calculated internally, that an entity needs to support its risks.",,Economic Resource Data,Financial Market Data,Economic / Industry Data,,d0eb4144-5f57-48f4-a51b-04512b2d9249,Global Banking and Markets (GBM),DD00110064,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
6052c601-f0af-4b16-ae8f-e50a53e1d15e,Economic Resource Data,"Any value item, either tangible or intangible, that is owned, managed, used by, or of specific interest to HSBC in pursuit and accomplishment of its business.",,Economic Resource Data,,,,,Group - Chief Data Office (G-CDO),DD00110065,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
0a4f2d28-81a1-4995-97c5-132d4abb591f,Event Data,An occurrence about which HSBC wishes to keep information as a part of carrying out its mission and conducting its business.,,Event Data,,,,,Group - Chief Data Office (G-CDO),DD00110066,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
b866d56d-83c4-43a3-a529-ad2ae9b90eba,Exchange Rate Data,Exchange rate is the price of one currency in terms of another currency. Exchange rates can be either fixed or floating. Fixed exchange rates are decided by central banks of a country whereas floating exchange rates are decided by the mechanism of market demand and supply.,,Economic Resource Data,Financial Market Data,Exchange Rate Data,,d0eb4144-5f57-48f4-a51b-04512b2d9249,Global Banking and Markets (GBM),DD00110067,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
3573e8dc-1757-4c38-a07b-74a0d3049965,Financial Position Data,"The status of the assets, liabilities, and owners' equity (and their interrelationships) of an organisation, as reflected in its financial statements. Also called financial condition.",,Account Data,Financial Position Data,,,733f8c39-2854-462b-8720-7e0bb71489de,Global Finance (GBLFIN),DD00110076,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
aee90248-9a62-492d-9667-734b0f2ac419,External Event Data,"An event which may either increase or decrease HSBC business based on its nature:
    - Economic crises
    - Change in Government rules and law",,Event Data,External Event Data,,,0a4f2d28-81a1-4995-97c5-132d4abb591f,Group - Chief Data Office (G-CDO),DD00110069,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
3ea32c67-ec3b-4c8e-905a-b805ad20930b,External Financial Statement Data,"They are written records of a business's financial situation. They include standard reports like the balance sheet, income or profit and loss statements, and cash flow statement.",,Account Data,Financial Statement Data,External Financial Statement Data,,f6062502-c3a6-4cf8-be78-afab7727c033,Global Finance (GBLFIN),DD00110070,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
3ff1d398-bfbb-46f8-b13c-8a50d4b8166d,Financial Crime Risk Alert Data,A notification of a financial crime threat. Includes screening and anti money laundering alerts.,,Event Data,Risk Event Data,Financial Crime Risk Alert Data,,3204e2d9-bd4c-4e3a-9e86-f75b32fd1f15,Financial Crime Risk (FCR),DD00110071,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
98b5f949-f33c-49a0-9ee4-deb85682895d,Financial Crime Screening Data,"Sanctions lists, and information in relation to assessment of entities (individuals, organisations or countries) against those sanctions lists.",,Event Data,Risk Event Data,Financial Crime Screening Data,,3204e2d9-bd4c-4e3a-9e86-f75b32fd1f15,Financial Crime Risk (FCR),DD00110072,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
f378403e-3919-45ad-ac32-0b0e11361e7b,Financial Data,An event that changes the HSBC or Financial Institution's financial position.,,Event Data,Financial Data,,,0a4f2d28-81a1-4995-97c5-132d4abb591f,Global Finance (GBLFIN),DD00110073,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
97981e62-4977-4871-b083-b335d22b5b86,Financial Instrument Data,"Monetary contracts between HSBC and customers. They can be created, traded, modified and settled. They can be cash (currency), evidence of an ownership interest in an entity (share), or a contractual right to receive or deliver cash (bond).",,Contract Data,Financial Instrument Data,,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,Global Finance (GBLFIN),DD00110074,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
d0eb4144-5f57-48f4-a51b-04512b2d9249,Financial Market Data,A price and trade-related data for financial instrument reports by a trading venue such as a stock exchange.,,Economic Resource Data,Financial Market Data,,,6052c601-f0af-4b16-ae8f-e50a53e1d15e,Global Banking and Markets (GBM),DD00110075,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
f6062502-c3a6-4cf8-be78-afab7727c033,Financial Statement Data,"A balance sheet or statement of financial position, reports on a company's or individual's assets, liabilities, and owners equity at a given point in time.",,Account Data,Financial Statement Data,,,733f8c39-2854-462b-8720-7e0bb71489de,Global Finance (GBLFIN),DD00110078,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
19e93983-fb65-4948-9945-69975e4e3230,Financial Security Data,"A financial security represents an ownership (equity), debt agreement (bonds), or rights to ownership (derivatives) which can be marketed as a financial instrument.",,Product Data,Financial Security Data,,,067f90ea-a47e-457e-9de8-842fb1a0144c,Global Banking and Markets (GBM),DD00110077,d246e957-5858-42bc-b493-6d853267d1ac,Fri Feb 19 05:30:16 HKT 2021
