Collibra Resource ID,Requirement Name,Requirement Description,Collibra Location ID,Published Indicator,Data Quality Requirement Target,Dictionary Reference Number,Extract Timestamp
b053b00b-ecc3-4caf-9ee6-90b630305cb7,account access card.Completeness[full recorded name],An account access card must have exactly one full recorded name.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
5dc0eaac-4aca-4a7d-84a8-f26a3ce18cc2,account access card.Completeness[full track data],An account access card must have exactly one full track data.,c1022889-d4c2-437b-b677-21a11929cd7c,FALSE,0.985,,Fri Feb 19 05:31:51 HKT 2021
68895570-aad8-4d82-944f-83c2d0febe50,account access card.Completeness[length of personal identification number],An account access card must have exactly one length of personal identification number.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
723b0072-9e2a-473e-bc07-abf17f39699c,account access card.Completeness[name],An account access card must have exactly one name,c1022889-d4c2-437b-b677-21a11929cd7c,FALSE,0,,Fri Feb 19 05:31:51 HKT 2021
95f70b6c-1f54-4d7b-ba25-598b3e555dba, account access card.Completeness[personal identification number block],An account access card must have exactly one personal identification number block.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
98d18d95-d155-4d49-a80f-8db71c1a6e55,account access card.Conformity[account access card],An account access card must conform to the account access card data standard.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
b24361d1-20d1-48bf-8403-4f217f38e606,account access card.Conformity[Identifier],An account access card must conform to the Identifier Data Standard,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
5bfefbbb-d322-44eb-aeb7-dde2b2483ce8,account access card number.Validity,Must be a valid account access card number,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
97aab95e-c939-4913-8ddd-a41e51999027,account access card service.Conformity[account access card service],An account access card service must conform to the account access card service data standard.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
521c179d-9047-47d7-b1e6-9251d050d446,account access card service.Validity,Must be a valid account access card service in account access card service data standard.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
2f2f181c-ece1-4378-b84e-1797134c2f7f,account access card status.Validity,Must be a valid account access card status in account access card status data standard,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
a38cfc14-cc47-4b1b-93e8-6d868c9637c8,account access card to card scheme product.Completeness[card scheme product],An account access card to card scheme product must have exactly one card scheme product.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
a1c96fdb-34c4-4ae4-9afd-d6401a323fb5,account access card.Validity,Must be a valid account access card,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
4804b0b8-1ebc-4ef6-904f-ca213e2bbf66,account.Accuracy[account activity status],An account must have the account activity status as recorded in the authoritative source for the account,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD116340,Fri Feb 19 05:31:51 HKT 2021
112289d7-9a9f-4241-855f-ab47f19124e5,account.Accuracy[account branch],An account must have the account branch as recorded in the authoritative source for the account.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
da0815c2-3704-409b-8391-1a1ab80f5d07,account.Accuracy[account closed date],An account must have the account closed date as recorded in the authoritative source for the account.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
7bfdfbd3-ed7e-478a-abe5-8997709a19e1,account.Accuracy[account identification],An account must have the account identification as recorded in the authoritative source for the account.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
17efcdba-eab9-4939-8076-0dbee3d61d54,account.Accuracy[account number],An account must have the account number as recorded in the authoritative source for the account,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,DD117970,Fri Feb 19 05:31:51 HKT 2021
3eda7a68-622f-400d-b8f8-49d06a7223ad,account.Accuracy[account number]_DRAFT,An account must have the account number as recorded in the authoritative source for the account,c1022889-d4c2-437b-b677-21a11929cd7c,FALSE,0.975,DD117970,Fri Feb 19 05:31:51 HKT 2021
43fd8706-26b4-448f-afad-1d66320f1a95,account.Accuracy[asset balance sheet pointer],An account must have the asset balance sheet pointer as recorded in the authoritative source for the account.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
23c3b361-1dd0-47eb-8869-686730011b32,account.Accuracy[closing account balance amount],An account must have the closing account balance amount as recorded in the authoritative source for the account.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
9d266673-3e0e-4b8c-91d5-4dcbdbf63ea4,account.Accuracy[denomination currency],An account must have the denomination currency as recorded in the authoritative source  for the account.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,DD00122299,Fri Feb 19 05:31:51 HKT 2021
4a31ff69-ae39-419d-96fb-452503cca2b9,account.Accuracy[liability balance sheet pointer],An account must have the liability balance sheet pointer as recorded in the authoritative source for the account.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
638ca5ac-5484-4544-b7a1-68b1d8c5f07a,account.Accuracy[tracked product],An account must have the tracked product as recorded in the authoritative source for the account.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
9bada5bb-9fa5-4dec-8f04-c58408c26a28,account application instance identification.Completeness[application instance],An account application instance identification must have exactly one application instance,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
5e434fe7-9886-412b-87a8-2feefb6d06eb,account balance.Accuracy[account balance date],An account balance must have the account balance date as recorded in the authoritative source for the account balance,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD115895,Fri Feb 19 05:31:51 HKT 2021
e4d8ef17-5a84-4d89-9bb5-f5a3c0c2ec7c,account balance.Completeness[account balance date],An account balance must state exactly one account balance date,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD115893,Fri Feb 19 05:31:51 HKT 2021
e9ddb0d5-4cb4-459b-9cfc-39095a68c98b,account balance.Completeness[currency],An account balance must have exactly one base currency code.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
485e1341-c279-4112-8b8c-5db8de4d0d9b,account balance.Completeness[currency amount],An account balance must have exactly one currency amount,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
ae4ab015-cb76-4738-8ec9-bc8187ae0d53,account balance.Conformity[currency amount],An account balance must conform to the currency amount data standard,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD116357,Fri Feb 19 05:31:51 HKT 2021
d49723df-3737-4be8-b18c-1c11e2ff9d20,Account Balance Date - Completeness,Account Balance Date is mandatory for all accounts,876d362b-63e7-492a-92b8-42f601ba3e54,FALSE,,,Fri Feb 19 05:31:51 HKT 2021
73b1af36-786c-4396-9408-a786d4a6a27e,Account Balance Date - Conformity,Account Balance Date must be YYYY-MM-DD format,876d362b-63e7-492a-92b8-42f601ba3e54,FALSE,,,Fri Feb 19 05:31:51 HKT 2021
dae67d6b-2919-4304-9f66-1428b9f84810,account balance date.Conformity[date],An account balance date must conform to the date data standard.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD115894,Fri Feb 19 05:31:51 HKT 2021
2e695e5b-1e21-4a3c-bc90-d049975c99a5,Account Balance Date - Timeliness,The Loans/ Mortgage/OverDraft Data file must be delivered after end of day,876d362b-63e7-492a-92b8-42f601ba3e54,FALSE,,,Fri Feb 19 05:31:51 HKT 2021
467a5392-55c6-4d06-bae2-39add2017d98,account balance.Validity,"The account balance at end of month should be less than or equal to the sum of the principal balance, interest, and fees minus the overpayments | HDW_CCD_ARR_EOM_SNAP | BAL_INCL_FRAUD_AMT",c1022889-d4c2-437b-b677-21a11929cd7c,FALSE,0.985,,Fri Feb 19 05:31:51 HKT 2021
bd63b92a-43a7-49bd-ac79-45466fd6676b,account balance.Validity1,The account balance at end of monthshould not exceed the credit limit if the account status does not indicate an overlimit. | HDW_CCD_ARR_EOM_SNAP | BAL_INCL_FRAUD_AMT,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
4db95705-6e91-4957-9ca3-a556fac89b3f,account base currency.Conformity[currency],An account base currency must conform to the currency amount data standard.,c1022889-d4c2-437b-b677-21a11929cd7c,FALSE,0.985,,Fri Feb 19 05:31:51 HKT 2021
7b06ddb0-895c-40ad-9c96-96fc875caee3,account branch.Conformity[account branch],An account branch must conform to the HSBC branch identifier standard.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD00122373,Fri Feb 19 05:31:51 HKT 2021
3e96b622-eb4e-4a0d-afb2-01bc50f26b74,account branch.Validity,Must be a valid account branch in Account Branch Identifier Standard.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.95,,Fri Feb 19 05:31:51 HKT 2021
c5ce94c8-0b13-4338-92c1-fb3a31a143cd,account closed date.Conformity[date],An account closed date must conform to the date data standard,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,DD118148,Fri Feb 19 05:31:51 HKT 2021
cde89249-ce68-4a11-b658-091bfc188add,account closed date.Conformity[date],An account closed date must conform to the date data standard,c1022889-d4c2-437b-b677-21a11929cd7c,TRUE,0.985,DD00122085,Fri Feb 19 05:31:51 HKT 2021
52ff84fd-faf1-4642-a634-53addaa4edce,account closed date.Conformity[date]_DRAFT,An account closed date must conform to the date data standard,c1022889-d4c2-437b-b677-21a11929cd7c,FALSE,0.975,DD118148,Fri Feb 19 05:31:51 HKT 2021
f07f4f65-4210-40ff-a778-39744c95fd03,account.Completeness.1[account number],,c1022889-d4c2-437b-b677-21a11929cd7c,FALSE,,,Fri Feb 19 05:31:51 HKT 2021
fda8866b-3ead-4f2c-8017-85b78d6e3cc8,account.Completeness.1[account number],An account must have exactly one account number of the payor in an electronic funds transfer,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.99,DD111504,Fri Feb 19 05:31:51 HKT 2021
a54313d9-267a-4b29-9bf4-fd759bfe4300,account.Completeness[account branch],An account must have exactly one account branch.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
228f4c0b-116b-47f4-81d9-3d605712088b,account.Completeness[account identification],An account must have exactly one account identification.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
a4b2577c-1a25-4c7a-bdd8-c98677d356e5,account.Completeness[account lifecycle status],An account must have exactly one account lifecycle status.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD00122111,Fri Feb 19 05:31:51 HKT 2021
8b801fe5-4835-4015-acf2-67f6546786fd,account.Completeness[account number],An account must have exactly one account number.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120196,Fri Feb 19 05:31:51 HKT 2021
0894dc22-366b-4f9a-9aee-500008c5e381,account.Completeness[account ownership category],An account must have exactly one account ownership category,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
b4531dac-0e2f-4953-a968-6783c5ed99f9,account.Completeness[account type],An account must have exactly one account type,c1022889-d4c2-437b-b677-21a11929cd7c,FALSE,0.98,,Fri Feb 19 05:31:51 HKT 2021
ca439218-cf46-413f-a8db-4134e1ba196f,account.Completeness[asset balance sheet pointer],An account must have exactly one asset balance sheet pointer.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
08ee2a9a-0ee3-4aa4-87d4-641eb406aa6c,account.Completeness[closing account balance amount],An account must have exactly one closing account balance amount.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
355be724-6baf-4cdf-aac5-fcba62d5937d,account.Completeness[denomination currency],An account must have exactly one denomination currency.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD00122323,Fri Feb 19 05:31:51 HKT 2021
8a89c3dd-02ad-47f6-b7e0-4bae97170232,account.Completeness[effective end date],An account may have at most one effective end date.,c1022889-d4c2-437b-b677-21a11929cd7c,FALSE,0.985,,Fri Feb 19 05:31:51 HKT 2021
1ceb48d2-a0dd-4400-8310-505f717a0c28,account.Completeness[identifier],An account must have at least one identifier,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.98,,Fri Feb 19 05:31:51 HKT 2021
de5b48cb-67ef-4f0e-a4cb-ec4fcf136312,account.Completeness[liability balance sheet pointer],An account must have exactly one liability balance sheet pointer.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
56ab7f80-a4ad-4a9f-9203-fcde5e07f135,account.Completeness[source system],An account must have exactly one source system.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
f2b65e13-0bb0-4505-a71f-d02a3f58a382,account.Completeness[tracked product],An account must have exactly one tracked product.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
a5c401c9-e661-417f-a275-12870b137976,account.Conformity[account base currency],An account base currency must conform to the currency amount data standard,c1022889-d4c2-437b-b677-21a11929cd7c,FALSE,0.985,,Fri Feb 19 05:31:51 HKT 2021
0c2636be-6b87-4e9c-9edd-a7d7a296e5ee,account.Consistency[Account Number],An account must have the account number as recorded in the source for the account.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120199,Fri Feb 19 05:31:51 HKT 2021
6adf1915-9178-48bc-8774-070a1e64b65a,account entry.Accuracy[functional currency code],An account entry must have the functional currency code as recorded in the authoritative source for the account entry.,c1022889-d4c2-437b-b677-21a11929cd7c,FALSE,0.975,,Fri Feb 19 05:31:51 HKT 2021
696f7b32-307a-4b2c-8aed-eaa52d6564d8,account entry.Accuracy[HSBC branch],An account entry must have the HSBC Branch as recorded in the authoritative source for the account entry.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
ea3fb1fb-ce93-431e-95f0-4a79f34d0c30,account entry.Accuracy[posting date],An account entry must have the posting date as recorded in the authoritative source for the account entry.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
8ce6fc9d-4f67-4078-b0bb-b5b196c65269,account entry assigned account entry classification scheme category.Completeness[transaction type],An account entry assigned account entry classification scheme category must have exactly one transaction type,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
2cb08aef-007f-44a2-87bf-9da9db5a9d05,account entry.Completeness[account identifier],An account entry must have exactly one account identifier.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120113,Fri Feb 19 05:31:51 HKT 2021
bc885c0e-231e-4c8a-8248-735171dca402,"account entry.Completeness[business system account entry identifier]
",An account entry must have exactly one business system account entry identifier,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
dcb687e0-5165-4624-9154-d7b1b79fbcf3,account entry.Completeness[cash functional currency amount],An account entry must have exactly one cash functional currency amount.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120115,Fri Feb 19 05:31:51 HKT 2021
ed3eabee-5952-4dd5-ae07-49eaf542955e,account entry.Completeness[cash original currency amount],An account entry must have exactly one cash original currency amount.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120118,Fri Feb 19 05:31:51 HKT 2021
82331151-4baf-400d-9c3d-399644f9f749,account entry.Completeness[currency amount],An account entry must have exactly one currency amount,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
95e79809-7381-459a-a3a0-c027a1b8fce1,account entry.Completeness[functional currency code],An account entry must have exactly one functional currency code.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,DD119172,Fri Feb 19 05:31:51 HKT 2021
f56678e8-f27e-4739-af78-714e72f2c476,account entry.Completeness[gross functional currency amount],An account entry must have exactly one gross functional currency amount.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120116,Fri Feb 19 05:31:51 HKT 2021
65f21fb3-837e-4431-b167-96e9b76e16ae,account entry.Completeness[gross original currency amount],An account entry must have exactly one gross original currency amount.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120124,Fri Feb 19 05:31:51 HKT 2021
2070e461-d4c6-4c56-a47c-d859063d99dd,account entry.Completeness[HSBC branch],An account entry may have one HSBC branch.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
7095925a-657b-41f9-b366-aaa8d751501b,account entry.Completeness[HSBC branch region],An account entry may have one HSBC branch region,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
dc9d4826-4b4a-427f-b08f-b501db2f7668,account entry.Completeness[indicator],An account entry may have one value for a given indicator,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
1066e101-f8b8-4fb3-9f62-95905800035a,account entry.Completeness[posting date],An account entry must have exactly one posting date.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120129,Fri Feb 19 05:31:51 HKT 2021
eda6b076-297c-4fd2-a4d2-e4e41763f67c,account entry.Completeness[source system],An account entry must have exactly one source system,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
2f4a70a3-f0cd-4f3f-a687-2c5da37d1ba0,account entry.Completeness[transaction direction],An account entry must have exactly one transaction direction.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120127,Fri Feb 19 05:31:51 HKT 2021
de83fb73-1bed-411e-81b0-075405c01065,account entry.Completeness[transaction monitoring account entry type],An account entry must have exactly one transaction monitoring account entry type,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD00121859,Fri Feb 19 05:31:51 HKT 2021
dd756e9d-51b3-4d09-ac3c-5a40fb168c94,account entry.Completeness[value date],An account entry must have exactly one value date,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
9009e824-9f61-425f-8610-efcd6859b83f,account entry.Completenss[original currency],An account entry must have exactly one original currency,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
cfd37633-f455-4d40-9aa2-a5d4ec2f05e9,account entry.Consistency[account identifier],An account entry must have the account identifier as recorded in the source for the account entry.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120139,Fri Feb 19 05:31:51 HKT 2021
73e552e3-5423-4845-bae2-6193b762c5f0,account entry.Consistency[cash functional currency amount],An account entry must have the cash functional currency amount as recorded in the source for the customer account .,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120140,Fri Feb 19 05:31:51 HKT 2021
61cf347e-8785-484d-a57f-1e987cbc607a,account entry.Consistency[cash original currency amount],An account entry must have the cash original currency amount as recorded in the source for the account entry.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120141,Fri Feb 19 05:31:51 HKT 2021
d2b53c9f-7f72-4cb6-a145-1547fbd0b2e2,account entry.Consistency[gross functional currency amount],An account entry must have the gross functional currency amount as recorded in the source for the customer account .,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120152,Fri Feb 19 05:31:51 HKT 2021
cca94253-cf69-4a58-bac6-2b3fe4d10abb,account entry.Consistency[gross original currency amount],An account entry must have the gross original currency amount as recorded in the source for the customer account .,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120154,Fri Feb 19 05:31:51 HKT 2021
37614acf-3bd4-4dc2-bc1d-388338bed530,account entry.Consistency[posting date],An account entry must have the posting date as recorded in the source for the account entry.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120156,Fri Feb 19 05:31:51 HKT 2021
5effce26-12e0-4638-a687-a3804570cc94,account entry.Consistency[transaction direction],An account entry must have the transaction direction as recorded in the source for the account entry.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120155,Fri Feb 19 05:31:51 HKT 2021
984745da-5b39-431c-844d-1a095b868691,account entry identifier.Uniqueness[AML GBLFCR scenario violation to account entry],"

An account entry identifier must identify exactly one AML GBLFCR scenario violation to account entry

",b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
fe398449-c521-4138-8526-d778639a5c30,account holder name.Validity,Must be a valid account holder name in Worker Name Data Standard.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.95,,Fri Feb 19 05:31:51 HKT 2021
bac11476-51ea-4a93-8e5e-2e5d12184ef8,account identification.Conformity[identifier],An account identification must conform to the identifier data standard,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD00122120,Fri Feb 19 05:31:51 HKT 2021
1b1a305e-6fe0-4c5c-ac35-1e33e403ea26,account identification.Uniqueness[account],An account identification must identify exactly one account.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
